m2, sinTheta, a2, b3, b4, alpha, betaoverH, LHCflag, Tstar
170.0, 0.01, 1.36659280431, 394.144214319, 6.76908497094, 0.0198218741929, 2226.70553076, 0, 88.0257553517
170.0, 0.01, 1.36659280431, 394.144214319, 6.43063072239, 0.029993880012, 1511.60759683, 0, 79.3501126462
170.0, 0.01, 1.36659280431, 394.144214319, 6.09217647384, 0.0569757806203, 1128.30125995, 0, 67.3745087715
170.0, 0.01, 1.6650441064, -394.144214319, 8.12290196512, 0.0372105453063, 2418.11391076, 0, 73.2951196894
170.0, 0.01, 1.6650441064, -394.144214319, 7.78444771658, 0.0618060151713, 4145.80797393, 0, 64.2260170601
170.0, 0.01, 1.6650441064, -262.762809546, 7.10753921948, 0.0103001999587, 2587.41079232, 0, 103.861813459
170.0, 0.01, 1.6650441064, -262.762809546, 6.76908497094, 0.0122649885008, 2254.24692574, 0, 99.7934090713
170.0, 0.01, 1.6650441064, -262.762809546, 6.43063072239, 0.0152909754074, 1419.95991642, 0, 94.7755034523
170.0, 0.01, 1.6650441064, -262.762809546, 6.09217647384, 0.0205103010294, 1040.31913071, 0, 88.3689763303
170.0, 0.01, 1.6650441064, -262.762809546, 5.7537222253, 0.0314022880815, 747.557250845, 0, 79.6935084191
170.0, 0.01, 1.6650441064, -262.762809546, 5.41526797675, 0.0646164179011, 427.600441644, 0, 66.7436760549
170.0, 0.01, 1.6650441064, -262.762809546, 5.0768137282, 0.567523327417, 169.965299841, 0, 39.3703682267
170.0, 0.01, 1.6650441064, -131.381404773, 4.35634181298, 0.0119526385177, 1258.95253999, 0, 101.232173102
170.0, 0.01, 1.6650441064, -131.381404773, 4.02123859659, 0.0176040523535, 770.830392698, 0, 92.8380198808
170.0, 0.01, 1.6650441064, -131.381404773, 3.68613538021, 0.0336948195682, 434.140731514, 0, 79.8190818023
170.0, 0.01, 1.6650441064, 0.0, 2.41274315796, 0.0133920999043, 738.206494241, 0, 99.1202435314
170.0, 0.01, 1.6650441064, 0.0, 2.14466058485, 0.0259225789743, 322.930667602, 0, 85.7230484579
170.0, 0.01, 1.6650441064, 131.381404773, 4.59761612877, 0.0110629746906, 1448.78366411, 0, 102.634852832
170.0, 0.01, 1.6650441064, 131.381404773, 4.26921497672, 0.0150880519211, 992.634862584, 0, 95.7949277212
170.0, 0.01, 1.6650441064, 131.381404773, 3.94081382466, 0.0242783352098, 590.993408936, 0, 85.8583664225
170.0, 0.01, 1.6650441064, 131.381404773, 3.61241267261, 0.0614625777907, 202.206195504, 0, 68.8602380357
170.0, 0.01, 1.6650441064, 262.762809546, 7.10753921948, 0.0112244547816, 2726.27230614, 0, 101.45851205
170.0, 0.01, 1.6650441064, 262.762809546, 6.76908497094, 0.013517249912, 1922.74280603, 0, 97.1729323026
170.0, 0.01, 1.6650441064, 262.762809546, 6.43063072239, 0.0171627507514, 1513.47892452, 0, 91.828025457
170.0, 0.01, 1.6650441064, 262.762809546, 6.09217647384, 0.0237702100956, 983.594314914, 0, 84.8960580891
170.0, 0.01, 1.6650441064, 262.762809546, 5.7537222253, 0.0385356408967, 662.381877882, 0, 75.4303831898
170.0, 0.01, 1.96349540849, -262.762809546, 8.12290196512, 0.0260273367611, 1520.98466024, 0, 81.5986047135
170.0, 0.01, 1.96349540849, -262.762809546, 7.78444771658, 0.0363020413315, 1044.3006453, 0, 75.1170769562
170.0, 0.01, 1.96349540849, -262.762809546, 7.44599346803, 0.0587049979517, 718.056975764, 0, 66.6133946136
170.0, 0.01, 1.96349540849, -262.762809546, 7.10753921948, 0.134152681464, 452.384704079, 0, 54.2402016756
170.0, 0.01, 1.96349540849, -131.381404773, 7.10753921948, 0.0112873494711, 2336.85587061, 0, 101.323559003
170.0, 0.01, 1.96349540849, -131.381404773, 6.76908497094, 0.0131833552115, 1630.30336477, 0, 97.7481273904
170.0, 0.01, 1.96349540849, -131.381404773, 6.43063072239, 0.0160471449036, 1269.07365692, 0, 93.3544594863
170.0, 0.01, 1.96349540849, -131.381404773, 6.09217647384, 0.0207087783768, 1057.31302512, 0, 87.8701089923
170.0, 0.01, 1.96349540849, -131.381404773, 5.7537222253, 0.0294774456122, 713.070266755, 0, 80.7196690505
170.0, 0.01, 1.96349540849, -131.381404773, 5.41526797675, 0.0514202330807, 403.574875037, 0, 70.5044265749
170.0, 0.01, 1.96349540849, -131.381404773, 5.0768137282, 0.179988141575, 167.533199469, 0, 52.0029165435
170.0, 0.01, 1.96349540849, 0.0, 4.97527745364, 0.0112539309407, 1334.56861496, 0, 101.696368904
170.0, 0.01, 1.96349540849, 0.0, 4.64359229006, 0.0139973004007, 1069.64427208, 0, 96.8755027317
170.0, 0.01, 1.96349540849, 0.0, 4.31190712649, 0.018731205001, 766.868231083, 0, 90.6452619716
170.0, 0.01, 1.96349540849, 0.0, 3.98022196291, 0.0289940304088, 473.320283371, 0, 81.865935178
170.0, 0.01, 1.96349540849, 0.0, 3.64853679934, 0.0673716493243, 220.761421634, 0, 67.0015403826
170.0, 0.01, 1.96349540849, 131.381404773, 7.44599346803, 0.010680484736, 2943.33204931, 0, 102.239308375
170.0, 0.01, 1.96349540849, 131.381404773, 7.10753921948, 0.0122400157908, 2517.30786858, 0, 99.0729323945
170.0, 0.01, 1.96349540849, 131.381404773, 6.76908497094, 0.0145197239309, 1770.19544752, 0, 95.2131002977
170.0, 0.01, 1.96349540849, 131.381404773, 6.43063072239, 0.0179266897695, 1371.52745823, 0, 90.5787259056
170.0, 0.01, 1.96349540849, 131.381404773, 6.09217647384, 0.0237778398585, 854.425076831, 0, 84.6543964724
170.0, 0.01, 1.96349540849, 131.381404773, 5.7537222253, 0.03563847888, 616.673520313, 0, 76.7480550334
170.0, 0.01, 1.96349540849, 131.381404773, 5.41526797675, 0.0701785796024, 348.941586426, 0, 65.0495359762
170.0, 0.01, 1.96349540849, 262.762809546, 8.12290196512, 0.0297992527103, 1351.02574233, 0, 78.4983187224
170.0, 0.01, 1.96349540849, 262.762809546, 7.78444771658, 0.043340853044, 951.317941463, 0, 71.4791271046
170.0, 0.01, 1.96349540849, 262.762809546, 7.44599346803, 0.0762489985176, 651.8719498, 0, 62.0530339258
170.0, 0.01, 2.26194671058, -131.381404773, 8.12290196512, 0.0303824250476, 1017.51914451, 0, 78.5916713492
170.0, 0.01, 2.26194671058, -131.381404773, 7.78444771658, 0.0423267710743, 741.882723763, 0, 72.4059195876
170.0, 0.01, 2.26194671058, -131.381404773, 7.44599346803, 0.0687942140399, 523.659165548, 0, 64.2090128806
170.0, 0.01, 2.26194671058, -131.381404773, 7.10753921948, 0.164161907112, 303.790145419, 0, 51.8867091186
170.0, 0.01, 2.26194671058, 0.0, 8.12290196512, 0.0112479635527, 2654.29395283, 0, 100.587006363
170.0, 0.01, 2.26194671058, 0.0, 7.78444771658, 0.0126408442422, 2211.58008341, 0, 97.9355418419
170.0, 0.01, 2.26194671058, 0.0, 7.44599346803, 0.0144406138868, 1972.74771986, 0, 94.9464635828
170.0, 0.01, 2.26194671058, 0.0, 7.10753921948, 0.0169407087917, 1437.98075698, 0, 91.4439026471
170.0, 0.01, 2.26194671058, 0.0, 6.76908497094, 0.0205853187283, 1153.51375754, 0, 87.2980311715
170.0, 0.01, 2.26194671058, 0.0, 6.43063072239, 0.0265322652222, 830.312216005, 0, 82.1382915277
170.0, 0.01, 2.26194671058, 0.0, 6.09217647384, 0.0375406613996, 569.34855646, 0, 75.5233120745
170.0, 0.01, 2.26194671058, 0.0, 5.7537222253, 0.0646219881682, 363.914113202, 0, 66.1852464548
170.0, 0.01, 2.26194671058, 0.0, 5.41526797675, 0.208616133968, 152.260745831, 0, 49.8648792184
170.0, 0.01, 2.26194671058, 131.381404773, 8.12290196512, 0.0351833030783, 966.813766891, 0, 75.4339914595
170.0, 0.01, 2.26194671058, 131.381404773, 7.78444771658, 0.0514032146175, 674.369116236, 0, 68.6669431592
170.0, 0.01, 2.26194671058, 131.381404773, 7.44599346803, 0.0924187278707, 450.385487302, 0, 59.3953330989
170.0, 0.01, 2.26194671058, 131.381404773, 7.10753921948, 0.309600231916, 249.255603537, 0, 44.3050622545
170.0, 0.01, 2.56039801268, 0.0, 8.12290196512, 0.0701475386312, 503.432683908, 0, 63.5253727511
170.0, 0.01, 2.56039801268, 0.0, 7.78444771658, 0.136932558312, 324.505049006, 0, 53.9586280196
170.0, 0.01, 2.56039801268, 0.0, 7.44599346803, 0.720277507341, 160.012228472, 0, 36.522850186
170.0, 0.1, 0.471238898038, 394.144214319, 2.57359270182, 0.013670183915, 1007.64634041, 1, 102.257552386
170.0, 0.1, 0.471238898038, 394.144214319, 2.46635967258, 0.0234568448961, 3009.77991051, 1, 89.8036760901
170.0, 0.1, 0.769690200129, -394.144214319, 3.18348055564, 0.0144189843334, 715.129659852, 1, 102.462819496
170.0, 0.1, 0.769690200129, -394.144214319, 3.05614133341, 0.0257962662174, 617.452342918, 1, 89.536620105
170.0, 0.1, 0.769690200129, -394.144214319, 2.92880211119, 0.0596354398199, 537.083017886, 1, 72.7715637876
170.0, 0.1, 0.769690200129, 262.762809546, 1.84976975444, 0.0188027674187, 377.676784975, 1, 95.1858712243
170.0, 0.1, 0.769690200129, 394.144214319, 3.86038905273, 0.0136457993369, 1250.93378503, 1, 99.3507847903
170.0, 0.1, 0.769690200129, 394.144214319, 3.64592299424, 0.0232667183579, 973.380700016, 1, 87.5319036447
170.0, 0.1, 0.769690200129, 394.144214319, 3.43145693576, 0.0553032970567, 863.907692878, 1, 70.3949654444
170.0, 0.1, 1.06814150222, -394.144214319, 4.78527392995, 0.0105136376635, 1245.78182495, 1, 107.224061068
170.0, 0.1, 1.06814150222, -394.144214319, 4.55740374281, 0.0149538162217, 980.140448867, 1, 99.0607598573
170.0, 0.1, 1.06814150222, -394.144214319, 4.32953355567, 0.0245333609623, 781.245373709, 1, 88.1127059042
170.0, 0.1, 1.06814150222, -394.144214319, 4.10166336853, 0.0549684377018, 528.838102358, 1, 72.218905167
170.0, 0.1, 1.06814150222, -394.144214319, 3.87379318139, 0.333469406737, 2262.74464142, 1, 45.8413167629
170.0, 0.1, 1.06814150222, -262.762809546, 2.51327412287, 0.0103382156554, 661.043106982, 1, 108.89417544
170.0, 0.1, 1.06814150222, -262.762809546, 2.31221219304, 0.0423324765836, 208.701991186, 1, 80.0659822134
170.0, 0.1, 1.06814150222, 0.0, 0.167551608191, 0.0209297647536, 88.124265256, 1, 94.4168445547
170.0, 0.1, 1.06814150222, 131.381404773, 1.44764589478, 0.0134231087551, 539.325424692, 1, 100.763775065
170.0, 0.1, 1.06814150222, 131.381404773, 1.36722112284, 0.0258763068748, 269.971269609, 1, 87.6247307831
170.0, 0.1, 1.06814150222, 262.762809546, 3.31028361272, 0.0102204295037, 1138.7128375, 1, 105.296603107
170.0, 0.1, 1.06814150222, 262.762809546, 3.03442664499, 0.019495545111, 633.656696776, 1, 91.4451874114
170.0, 0.1, 1.06814150222, 394.144214319, 5.79299632225, 0.0118444085438, 3031.16153169, 1, 100.039851718
170.0, 0.1, 1.06814150222, 394.144214319, 5.47116319324, 0.0164216328177, 2089.05802365, 1, 92.521685285
170.0, 0.1, 1.06814150222, 394.144214319, 5.14933006422, 0.0262165018402, 1479.68831234, 1, 82.3976646545
170.0, 0.1, 1.06814150222, 394.144214319, 4.82749693521, 0.0573362542826, 1142.95506071, 1, 67.4776895371
170.0, 0.1, 1.36659280431, -394.144214319, 6.76908497094, 0.0109387263551, 2450.56711486, 1, 104.177210745
170.0, 0.1, 1.36659280431, -394.144214319, 6.43063072239, 0.0142510168436, 1834.14643505, 1, 97.9390539758
170.0, 0.1, 1.36659280431, -394.144214319, 6.09217647384, 0.0203933932516, 1294.77608636, 1, 89.8341731535
170.0, 0.1, 1.36659280431, -394.144214319, 5.7537222253, 0.0350396769529, 910.597402866, 1, 78.5643484633
170.0, 0.1, 1.36659280431, -394.144214319, 5.41526797675, 0.0954917735216, 604.452814332, 1, 61.0170795517
170.0, 0.1, 1.36659280431, -262.762809546, 4.07485511121, 0.0101815185114, 1089.90981657, 1, 107.250577205
170.0, 0.1, 1.36659280431, -262.762809546, 3.86038905273, 0.0146626048472, 686.695799224, 1, 99.1726503036
170.0, 0.1, 1.36659280431, -262.762809546, 3.64592299424, 0.0245960429577, 455.869885737, 1, 88.1954288856
170.0, 0.1, 1.36659280431, -262.762809546, 3.43145693576, 0.0659205736966, 241.522358756, 1, 69.8336226132
170.0, 0.1, 1.36659280431, -131.381404773, 2.06423581292, 0.0126562500147, 519.525090851, 1, 103.257480185
170.0, 0.1, 1.36659280431, -131.381404773, 1.97040691233, 0.0204168455677, 316.477455711, 1, 93.3516813796
170.0, 0.1, 1.36659280431, -131.381404773, 1.87657801174, 0.0485672113504, 139.295708572, 1, 76.8349214532
170.0, 0.1, 1.36659280431, 0.0, 1.17956332167, 0.0139861228629, 558.036753514, 1, 98.7074620361
170.0, 0.1, 1.36659280431, 0.0, 1.07233029242, 0.0249559619524, 290.704183534, 1, 87.2075327896
170.0, 0.1, 1.36659280431, 131.381404773, 3.07383478323, 0.0102057973868, 1285.23683119, 1, 104.318711453
170.0, 0.1, 1.36659280431, 131.381404773, 2.81768188463, 0.0155672724494, 673.243521476, 1, 95.267046631
170.0, 0.1, 1.36659280431, 131.381404773, 2.56152898603, 0.0335261151711, 361.147984213, 1, 80.0130375169
170.0, 0.1, 1.36659280431, 262.762809546, 5.3549493978, 0.0105966066767, 1876.94687089, 1, 102.709067054
170.0, 0.1, 1.36659280431, 262.762809546, 5.0399523744, 0.0137474298256, 1495.49345858, 1, 96.8082439272
170.0, 0.1, 1.36659280431, 262.762809546, 4.724955351, 0.0198538414104, 955.900805842, 1, 88.8372106041
170.0, 0.1, 1.36659280431, 262.762809546, 4.4099583276, 0.0358917997415, 596.181934073, 1, 77.044957483
170.0, 0.1, 1.36659280431, 262.762809546, 4.0949613042, 0.135863573417, 245.510022475, 1, 55.5955127666
170.0, 0.1, 1.6650441064, -394.144214319, 8.12290196512, 0.0199803794368, 2622.43683362, 1, 88.0504776198
170.0, 0.1, 1.6650441064, -394.144214319, 7.78444771658, 0.027580513893, 2081.72816097, 1, 81.2167138223
170.0, 0.1, 1.6650441064, -394.144214319, 7.44599346803, 0.0435128478862, 1556.06359258, 1, 72.354216758
170.0, 0.1, 1.6650441064, -394.144214319, 7.10753921948, 0.09070772363, 919.925731323, 1, 60.0140565334
170.0, 0.1, 1.6650441064, -262.762809546, 6.25463451314, 0.0105904116692, 1666.27319166, 1, 104.925282144
170.0, 0.1, 1.6650441064, -262.762809546, 5.97033294436, 0.0128269847661, 1271.86229571, 1, 100.473463156
170.0, 0.1, 1.6650441064, -262.762809546, 5.68603137558, 0.0164789943311, 1047.70736943, 1, 94.8247851399
170.0, 0.1, 1.6650441064, -262.762809546, 5.4017298068, 0.0231295184128, 799.390030905, 1, 87.5195676635
170.0, 0.1, 1.6650441064, -262.762809546, 5.11742823803, 0.0386603605643, 487.438854733, 1, 77.3365530238
170.0, 0.1, 1.6650441064, -262.762809546, 4.83312666925, 0.104306756823, 245.073125585, 1, 60.7051338361
170.0, 0.1, 1.6650441064, -131.381404773, 3.86038905273, 0.0105415122837, 1019.76358242, 1, 105.591045776
170.0, 0.1, 1.6650441064, -131.381404773, 3.64592299424, 0.0139094756066, 698.140345907, 1, 99.470467117
170.0, 0.1, 1.6650441064, -131.381404773, 3.43145693576, 0.0206375612361, 479.094230304, 1, 91.0902026835
170.0, 0.1, 1.6650441064, -131.381404773, 3.21699087727, 0.0394402861647, 314.820349569, 1, 78.4167154116
170.0, 0.1, 1.6650441064, 0.0, 3.21699087728, 0.0102293956063, 1217.46521051, 1, 103.516239421
170.0, 0.1, 1.6650441064, 0.0, 2.68082573106, 0.0204999024068, 549.215053505, 1, 88.8683147363
170.0, 0.1, 1.6650441064, 0.0, 2.41274315796, 0.0445382073241, 253.032180933, 1, 74.2735411149
170.0, 0.1, 1.6650441064, 131.381404773, 5.46888449137, 0.0100608782853, 2016.47802052, 1, 103.308184615
170.0, 0.1, 1.6650441064, 131.381404773, 5.14718540364, 0.0122024895956, 1478.13509839, 1, 98.9233483877
170.0, 0.1, 1.6650441064, 131.381404773, 4.82548631591, 0.0157166076536, 1200.95385652, 1, 93.3513670543
170.0, 0.1, 1.6650441064, 131.381404773, 4.50378722819, 0.0225392870611, 774.076815741, 1, 85.7895756435
170.0, 0.1, 1.6650441064, 131.381404773, 4.18208814046, 0.0410591357866, 423.107450197, 1, 74.3484495714
170.0, 0.1, 1.6650441064, 262.762809546, 7.78444771658, 0.0114256693885, 7598.93448399, 1, 99.103219242
170.0, 0.1, 1.6650441064, 262.762809546, 7.44599346803, 0.0136120158457, 3296.8988058, 1, 95.1410873866
170.0, 0.1, 1.6650441064, 262.762809546, 7.10753921948, 0.0167380881117, 2120.25327628, 1, 90.5405952224
170.0, 0.1, 1.6650441064, 262.762809546, 6.76908497094, 0.021863703246, 1580.5931054, 1, 84.8369460753
170.0, 0.1, 1.6650441064, 262.762809546, 6.43063072239, 0.0314969880189, 1072.6946234, 1, 77.516856391
170.0, 0.1, 1.6650441064, 262.762809546, 6.09217647384, 0.0551395170554, 668.206958575, 1, 67.4118047106
170.0, 0.1, 1.6650441064, 262.762809546, 5.7537222253, 0.166292332749, 395.324887358, 1, 51.2285912443
170.0, 0.1, 1.96349540849, -262.762809546, 8.12290196512, 0.0154951086888, 1910.1685065, 1, 94.5197826846
170.0, 0.1, 1.96349540849, -262.762809546, 7.78444771658, 0.0191994947176, 1471.73727897, 1, 89.7808123487
170.0, 0.1, 1.96349540849, -262.762809546, 7.44599346803, 0.0252693691879, 1074.92080235, 1, 83.965117672
170.0, 0.1, 1.96349540849, -262.762809546, 7.10753921948, 0.0370243374323, 771.219347531, 1, 76.4217571617
170.0, 0.1, 1.96349540849, -262.762809546, 6.76908497094, 0.0669657845951, 505.233037898, 1, 65.9918264204
170.0, 0.1, 1.96349540849, -262.762809546, 6.43063072239, 0.237670749059, 255.518600178, 1, 48.3713927329
170.0, 0.1, 1.96349540849, -131.381404773, 6.299940468, 0.0108328665571, 1944.06599433, 1, 103.865080301
170.0, 0.1, 1.96349540849, -131.381404773, 5.9849434446, 0.0129405960748, 1386.40988985, 1, 99.7835627771
170.0, 0.1, 1.96349540849, -131.381404773, 5.6699464212, 0.0162086782887, 1102.42245488, 1, 94.7375867698
170.0, 0.1, 1.96349540849, -131.381404773, 5.3549493978, 0.0219876797138, 694.484960614, 1, 88.2029580803
170.0, 0.1, 1.96349540849, -131.381404773, 5.0399523744, 0.0347794096452, 483.522067483, 1, 79.0725774095
170.0, 0.1, 1.96349540849, -131.381404773, 4.724955351, 0.0826196290719, 304.730323092, 1, 64.1911336682
170.0, 0.1, 1.96349540849, 0.0, 6.09217647384, 0.0100131164971, 2381.8541888, 1, 102.916495916
170.0, 0.1, 1.96349540849, 0.0, 5.7537222253, 0.0115241028187, 2141.98399899, 1, 99.7168221675
170.0, 0.1, 1.96349540849, 0.0, 5.41526797675, 0.013757011016, 1519.88273231, 1, 95.7790468048
170.0, 0.1, 1.96349540849, 0.0, 5.0768137282, 0.0172287250138, 999.551266509, 1, 90.9113958403
170.0, 0.1, 1.96349540849, 0.0, 4.73835947966, 0.0235718557685, 800.308323932, 1, 84.4679214636
170.0, 0.1, 1.96349540849, 0.0, 4.39990523111, 0.0376538058279, 492.172734003, 1, 75.5356948655
170.0, 0.1, 1.96349540849, 0.0, 4.06145098256, 0.0965573950126, 196.5704731, 1, 60.2055711015
170.0, 0.1, 1.96349540849, 131.381404773, 8.12290196512, 0.0112738195562, 4380.78149203, 1, 99.2401987483
170.0, 0.1, 1.96349540849, 131.381404773, 7.78444771658, 0.0128800041896, 3423.52932686, 1, 96.2104491061
170.0, 0.1, 1.96349540849, 131.381404773, 7.44599346803, 0.0151104808599, 2265.24977825, 1, 92.6558429051
170.0, 0.1, 1.96349540849, 131.381404773, 7.10753921948, 0.0183236364912, 1708.2346613, 1, 88.4661043135
170.0, 0.1, 1.96349540849, 131.381404773, 6.76908497094, 0.0233805220772, 1176.09245162, 1, 83.3860253566
170.0, 0.1, 1.96349540849, 131.381404773, 6.43063072239, 0.032551365714, 807.91596564, 1, 76.8897618633
170.0, 0.1, 1.96349540849, 131.381404773, 6.09217647384, 0.0532335247432, 587.268381011, 1, 68.111284552
170.0, 0.1, 1.96349540849, 131.381404773, 5.7537222253, 0.132154430096, 301.548018849, 1, 54.4583474407
170.0, 0.1, 1.96349540849, 262.762809546, 8.12290196512, 0.0639299181049, 1233.87810164, 1, 63.1258218351
170.0, 0.1, 1.96349540849, 262.762809546, 7.78444771658, 0.134219114308, 976.364920208, 1, 52.3812392643
170.0, 0.1, 2.26194671058, -131.381404773, 8.12290196512, 0.0175145246078, 1707.27477987, 1, 91.6471477471
170.0, 0.1, 2.26194671058, -131.381404773, 7.78444771658, 0.0215323524441, 1123.2924054, 1, 87.2055773273
170.0, 0.1, 2.26194671058, -131.381404773, 7.44599346803, 0.0279900291714, 835.25521473, 1, 81.8189523238
170.0, 0.1, 2.26194671058, -131.381404773, 7.10753921948, 0.0401908631419, 600.232971024, 1, 74.8875908197
170.0, 0.1, 2.26194671058, -131.381404773, 6.76908497094, 0.0702467304224, 396.179788659, 1, 65.3033657306
170.0, 0.1, 2.26194671058, -131.381404773, 6.43063072239, 0.230640001864, 184.154199375, 1, 48.9412473302
170.0, 0.1, 2.26194671058, 0.0, 8.12290196512, 0.0154103244742, 2134.39509492, 1, 91.8679304799
170.0, 0.1, 2.26194671058, 0.0, 7.78444771658, 0.0180234173419, 1850.42441283, 1, 88.5092063617
170.0, 0.1, 2.26194671058, 0.0, 7.44599346803, 0.021732824449, 1422.17724456, 1, 84.6068496639
170.0, 0.1, 2.26194671058, 0.0, 7.10753921948, 0.0275430208897, 1000.49182202, 1, 79.8768787522
170.0, 0.1, 2.26194671058, 0.0, 6.76908497094, 0.0375685849565, 706.431964628, 1, 74.0388452131
