muA2,lambdaS,lambdaA,lambdaSA,kappabar,kappaSA,scale,vS,T_crit,T_nuc,rel_dof,order,delta_p,delta_rho,alpha,alpha_inf,beta_per_H
0.0013221512383916002,0.12910005784030262,0.46443470406070425,0.940684885883429,0.9192973523908052,0.017978853352553413,2.3,1.0,0.8949265016398303,0.8942513418647129,108.75,0.21126227571580342,4.473844848251751e-06,0.006048238420006569,0.0002643520875481801,0.00023027425754298267,50174.15013320411
2.927262901046568e-05,0.19628092504094555,0.0068393358664546365,1.3664795119090187,1.0182179781546048,0.0021301755132513856,2.3,1.0,0.8400940677499712,0.8312852071863737,98.25,0.6383950000772735,0.00024206263437703823,0.023833580172242907,0.0015441092558590374,0.001284286072482082,23865.72456489497
0.5529830259291628,0.46419740216080807,0.19292715690816462,1.8186961158647634,1.2622975133297363,0.3418818938551365,2.3,1.0,0.8813648773243813,0.8286905241041342,98.25,0.9711350177435498,0.002742516590653915,0.04567334807656642,0.0029962793949398787,0.0038098562014805075,3525.7606275595776
3.066656245650164e-05,0.03207689910154491,0.0011642093503190366,0.5830489338173049,0.7674178166106609,0.02507585334077669,2.3,1.0,0.596145869565615,0.560298744296564,97.25,1.4003280255510075,0.0004314583304992556,0.00750982115823412,0.002381677190293719,0.0017459447316961593,4354.635515674942
0.013373865034486997,0.12969220722539895,0.006340291504222504,1.543377313566194,1.0517871005349242,0.0782914675872573,2.3,1.0,0.6765545896419802,0.6268374007757544,97.25,1.3428215561106074,0.0016524264977708994,0.022346132454080195,0.004523917366658453,0.004571514634696777,2837.9201065404695
0.7048607809453071,0.42228965459687834,0.0046363606223079066,1.173240789856128,1.2589521501559036,0.003470667869187151,2.3,1.0,1.0217988461682859,1.0202715663151114,108.75,0.28052204005300085,2.2071205742046907e-05,0.015125935958289705,0.00039016774777065987,0.0003608858600126264,123589.95086334937
0.001972312091225813,0.019652460938659733,0.35847044644061066,0.9808010102911893,1.12733526344091,0.358153159027073,2.3,1.0,0.34117258019191327,0.07926606714438629,88.25,12.943845864239792,0.001217682685058691,0.0012325772025258228,1.0754040874304476,0.39479960844195633,426.60651003863677
0.0031196968674266313,0.8423840955817357,0.051583550724855064,1.9774601684327355,1.3572573008408024,0.4374496857962254,2.3,1.0,0.8022416124103452,0.5576178049924184,97.25,1.7837912431198748,0.013402086672433765,0.035433965704698055,0.011455264718272316,0.01226044698242682,157.1914816023085
0.0008618061485040203,0.27770857177434527,0.14399661375252773,2.170056779483164,0.8818414481628385,0.006683993016212127,2.3,1.0,0.9802521485009402,0.9785926281730802,108.75,0.3690716085275597,4.996990315150884e-05,0.030017459408609226,0.0009148679559259332,0.0008886061260386714,166676.03736964634
0.0008937861244344044,0.07131864619788673,0.0329183537730568,1.626836973799998,0.8480976996204317,0.14860171426602647,2.3,1.0,0.611330389240674,0.5223496155928625,97.25,1.9778013453077845,0.002737870145352185,0.017421562600750645,0.007314318832583992,0.008363491525329026,1037.6897163819503
0.001036255575063289,0.17769045486431426,0.009863436312062346,0.26828018198479253,0.844925739292675,0.005954030169020263,2.3,1.0,1.189725275222945,1.1896064399278605,108.75,0.0024806436984409225,2.172814872469786e-08,0.00020050761497136804,2.798400621113884e-06,1.79902822687771e-06,32.727409671196895
0.2282724441961395,0.32895675350872056,0.09290474701312892,0.0643075800517322,1.0298779694038898,0.49259511621457275,2.3,1.0,1.0294861123676093,0.9802514190626761,108.75,0.8875313092321934,0.0024280757713854295,0.051384604675581924,0.0015555190875524252,0.001136315649882804,5064.850339493755
3.440431918041016e-06,0.0727154287256217,0.009944172474728143,0.16109283663168605,1.1171088990104114,0.5772055344800062,2.3,1.0,8.861528738354425,8.86150781646406,108.75,0.0004968564822180287,9.449581739318091e-08,0.039952553017883474,1.8109492532993515e-07,9.752854975334037e-10,153326.69874157064
4.986600854331204e-06,0.18253829639419478,0.054454584157930475,1.3876798377430792,1.1653213800293134,0.037688360496841225,2.3,1.0,0.705933820014894,0.6532096039239008,98.25,1.2336959959607796,0.0016684700712022646,0.022377329246021885,0.003802655273031513,0.0035669422091964614,2694.474954150195
0.002699642663597737,0.03243140701603564,0.0027023536756281253,0.08012879198731249,0.8636777278994832,0.03735730065099737,2.3,1.0,0.8378601378397853,0.7461963661672534,98.25,1.1778904467349525,0.0005757497495926522,0.005530094647785838,0.000551834686739373,0.0002908768597815537,1071.7905033389848
2.4732871416493252e-06,0.16243714076225602,0.004178793430376833,2.3492367718225875,0.9623735035947112,0.0017592107107292235,2.3,1.0,0.7501432067278341,0.727046063430232,98.25,1.0009432350187408,0.0010019768707871107,0.03301935173631598,0.003656030276855609,0.0041010490568229585,8019.120025874535
0.05722096288568156,0.009568627675494054,0.09248426629449363,1.8389730891899523,0.9170557917606579,0.22188541203738152,2.3,1.0,2.393450055647616,1.769863466333599,108.75,2.6150175027957516,1.2256664979853218,3.744452628612321,0.01066648988695012,0.014895387666295055,498.7142553818329
8.744467530673639e-05,0.3090490736626375,0.10398173782271526,2.375410443109365,0.7174441134631023,0.1177599786147607,2.3,1.0,1.0653369612839498,1.062043766644696,108.75,0.43693983090360894,0.00014893134271570796,0.0492559405255375,0.0010821343989360422,0.0010661089125147396,94025.05375044318
0.72623334131002,0.24730101547821742,0.0024581754744580453,2.679814636713387,0.9505857952614074,0.034074027983959296,2.3,1.0,0.9614917082949693,0.9595733644919134,108.75,0.39886365919323236,6.0186039241183487e-05,0.030691642339519487,0.0010118115541174282,0.0012235686167981583,115596.39766324847
0.004640382800684261,0.2036522407511388,0.0017286733180058383,1.790389532839629,0.8101102833697498,0.4982288967632611,2.3,1.0,0.7982393405005543,0.6619543537714508,98.25,1.7182569281548845,0.0089998164651224,0.04845027654628903,0.007806799737273869,0.008094864265143846,835.958204661439
4.752363668675271e-06,0.09498307294033058,0.001507570000413884,0.9581692925080132,1.1256832622569122,0.1180177842914469,2.3,1.0,0.5937627756712838,0.4844685605455089,97.25,1.964615325468659,0.0024638566865870706,0.012253930462170229,0.0069525627188450415,0.006174173920113323,699.7249863109837
0.17295522511674377,0.07684762228434609,0.2272402209934275,0.6826328593351892,1.1737621531694127,0.003268982199621577,2.3,1.0,0.6612940361455917,0.6245586839580124,97.25,1.125563114572378,0.0004546777514201142,0.008499168631101839,0.0017458838214395092,0.0015626939464284696,3460.3730591467415
0.12895540520065588,0.23433343578211027,0.002670426696289109,2.9645639958516625,1.0512570027093322,0.02533486929704093,2.3,1.0,0.8032129339935167,0.7779895622884888,98.25,0.9576548343001493,0.0013491085432822125,0.04327277051665518,0.0036543367898161636,0.004806184937524985,7902.461655105312
0.40596271866164046,0.8210652828455266,0.007496431361598258,2.362958539372507,1.1635687906533252,0.015606556655629291,2.3,1.0,1.1953641149414522,1.1944402586305831,108.75,0.15178371568383311,2.0066989430578275e-05,0.026404779723218974,0.000362591034182783,0.0003711884219339202,13825.634820372497
4.381364036085812e-05,0.10723675461693216,0.0069376750098996,0.8619838050336037,1.073945014310292,0.0014299519453477077,2.3,1.0,0.7076399116382456,0.6843001643480546,98.25,0.9580922756358219,0.00043623166786955353,0.013747928646406726,0.0019397226743629466,0.0014925124764676259,6911.923907732598
0.5493336471591895,0.3205572961438538,0.006413786695069358,2.367576419121715,0.9507439951356145,0.29398807824641493,2.3,1.0,0.9861374862726112,0.9727913832120035,108.75,0.6782744702327902,0.000793853606417122,0.0599860908513451,0.0018722504533848947,0.002179744538473475,19068.569338737292
2.3912378938786712e-05,0.09817007778575697,0.002732950670137157,1.7762576008938793,0.7822870205776697,0.013086822345846462,2.3,1.0,0.7215276828725415,0.7054866435110138,98.25,0.9615913584310959,0.0005152874338708105,0.023830518877815926,0.0029762353112758534,0.0028998497818122243,11152.382609621793
0.00012890038836029218,0.041772938994255174,0.010181517279953744,1.2181485227320086,0.8201383792891969,0.10454692043564605,2.3,1.0,0.5372184023422536,0.4096844824039111,94.25,2.7505461849410056,0.0025334400184910035,0.009069843068940339,0.010383454522684908,0.010826759699112683,54.99490721590167
0.3482791626427261,0.43184452706660853,0.022560881305876,2.047443200299983,1.084043779413778,0.16284594038615366,2.3,1.0,1.0090197027936683,1.0002189951370635,108.75,0.5556267141204478,0.0004318556749602631,0.050745518735123896,0.0014171295308844111,0.0014620561869945732,31290.773562141192
0.00014382360867618387,0.24503897040337813,0.0043446975844258495,2.8113076021525405,0.9699428713691381,0.8710600010962987,2.3,1.0,0.7504896048697476,0.585606041406241,97.25,1.9522044847639424,0.011683129971118231,0.04446163658113805,0.011816671160809554,0.017925215022187378,562.0887414982309
4.450893811686836e-06,0.0012643285015492454,0.1746374028564868,0.35561813816411647,1.2958408097185354,0.36764798525907255,2.3,1.0,0.12903469307105137,0.055977716982644525,88.25,18.35670076602507,4.1137801876692274e-05,4.769808473836717e-05,0.16731967327148697,0.5089983949714326,790.6096435362642
0.032573173037589796,0.05642691908160337,0.0016384681917163265,2.258266928031602,1.0911720567599923,0.005242584534810053,2.3,1.0,0.5022334148113133,0.43679632790586387,94.25,2.075239948675521,0.001442471313649529,0.009871568142796796,0.008746018338357699,0.015066381222516847,2173.6159988004824
0.02396453330983311,0.057820071592272086,0.2117410404380087,1.9110027612219032,1.2288355526576913,0.006742029247436278,2.3,1.0,0.4599639846774647,0.31782786834397053,88.25,3.024336166821371,0.0019404468130236815,0.004631036606831163,0.015632092231179062,0.027339171716548642,441.67874198853104
1.6188927965486054e-06,0.36747252846831585,0.5037545765526564,2.999249940226814,1.246938179893132,0.16367463629735315,2.3,1.0,0.7942447374812359,0.7091014066355142,98.25,1.269172729819935,0.004429853187370207,0.039013824144780274,0.004773908434608776,0.007852576724748532,1679.7851331259462
0.030704608084618206,0.001054894449904195,0.05213506316490476,0.8405564967024071,0.76457570154638,0.0010217956195233491,2.3,1.0,0.2041373107394468,0.19167741644236613,88.25,3.0547891672108434,2.0684101409903404e-05,0.00025390043292898687,0.0064786787926372795,0.02661594097637031,50429.428879795436
3.268918516759472e-06,0.06700746720080458,0.049679387430780333,1.0617819769802976,0.9902731994285201,0.006983008901820333,2.3,1.0,0.6105640352780788,0.5757213344739749,97.25,1.3264479340698845,0.0006833896207873516,0.012203436011381547,0.0034718802239818727,0.003084101650672107,4163.751733916016
0.005502635668698449,0.0029027083365634632,0.339121397718058,0.39029780917387413,1.0354822300752002,0.48024890037304063,2.3,1.0,0.20254351559218134,0.09523935814589156,88.25,10.922531972551342,0.0002148052927388029,0.0002600337424090842,0.10886058459407479,0.22014989537717766,1590.2764575721696
0.0078942550161772,0.07171766964511303,0.002801861507985371,2.0705111221632793,1.1962414844954192,0.25144570001107414,2.3,1.0,0.4782536105037638,0.29826049567531326,88.25,3.5382224881079547,0.003005482876486179,0.005511408294103071,0.023987580193360555,0.04204640348973795,386.6136389550863
2.8604334670103556e-05,0.026413454366327735,0.02866622582162974,0.7508648783775279,0.9619252438652284,0.006445170850817376,2.3,1.0,0.4761219139608353,0.4193436262930509,94.25,2.0494380699582875,0.0006397896323610004,0.0052304052611883076,0.005455006905777413,0.004856037897425334,2196.234066137022
0.006046142005731216,0.023121038872813287,0.3797364114927814,0.44268981652420325,0.9059924929450349,0.0029003662356678816,2.3,1.0,0.5658375957025774,0.5461066896798095,97.25,1.1646984443135824,0.00012545509915486489,0.0038196686136298813,0.001342293846075151,0.0010824454487720892,7739.624337126715
0.00016989852738816198,0.27214981711432495,0.45903630595977485,1.62290313653339,1.3195991075799298,0.06512767269416772,2.3,1.0,0.6678637651026745,0.4198143145231597,94.25,2.314479065825979,0.006201583009103732,0.013018654585487108,0.013516905693476718,0.013641019033782084,123.69094989551213
0.013698414121191061,0.0012668450814702855,0.18636658357091468,0.6820375773465183,1.0318312306849364,0.001103141767256584,2.3,1.0,0.19133209501287995,0.1712915558172425,88.25,4.174983464964529,3.2222337065654025e-05,0.00022934502171231683,0.009175976586176682,0.03035612170789961,53378.35240425134
4.081925394112116e-05,0.9384532090628058,0.003784482397720259,0.22820651319590346,0.8603668007330078,0.6314193274874493,2.3,1.0,2.819468415718929,2.819123728403175,108.75,0.004823745213425731,4.99161087574862e-07,0.0040725801259000605,1.802209742924226e-06,2.2208705595397466e-06,9531.300333051684
2.6499753299332737e-05,0.26408903746806633,0.0016533646084026642,0.3366089393157372,1.3278955313433098,0.0010636119950556801,2.3,1.0,0.9195172648807406,0.9067204568692214,108.75,0.5080974229653074,0.00011546905205930824,0.008825623803506322,0.0003649589333966313,0.00022956813304352526,15208.581669774463
1.0610448488665333e-06,0.14155691602454717,0.003764291982376843,1.3436970142912221,1.197321112818456,0.007236858453392864,2.3,1.0,0.6279478099820616,0.551449205415268,97.25,1.5564969739091783,0.002004888873191668,0.015852725822651376,0.005358136666101193,0.005109752148499035,1505.1760973357175
0.05395535086724968,0.6698254303136731,0.02255955826548773,0.7931055940609897,1.3641172732896267,0.10244441927715896,2.3,1.0,1.1503866018715847,1.1497845524757733,108.75,0.0020235019572884365,3.894954420102792e-08,7.355346927040429e-05,1.1763309596981934e-06,1.4461926449575869e-06,23.444909587845675
0.0018815120835026333,0.10899194128622482,0.06661029975100943,1.4698126042551183,0.7498335031188902,0.018281134756916673,2.3,1.0,0.7923164763491223,0.7849364629816075,98.25,0.697931697956638,0.00018906955324210495,0.02098181460338633,0.0017099916097266404,0.0014926804241633018,27973.157936280637
2.560390046187204e-06,0.2159696106209722,0.1598346724049254,1.050845706000679,0.9579348779715704,0.05963854165177593,2.3,1.0,0.9619852227742376,0.9600656276591154,108.75,0.35764290037612384,3.3273522746124495e-05,0.017056875513402625,0.0005611617207075192,0.0004482976536278545,119334.04053529196
0.002411260805798557,0.01372257209827217,0.0036166315551815933,1.4154928227967383,1.2737330452610798,0.29843730741516483,2.3,1.0,0.26606547988680296,0.062495477958437226,88.25,16.379906314522504,0.0005165741509748418,0.000522262807544818,1.1792381450714169,0.7462839743320836,41849.61071428443
5.199823234924769e-06,0.41173918454826947,0.01774024939850372,2.8597347176503263,1.244496366628126,0.07753909479894493,2.3,1.0,0.7816461288392088,0.7063431025057842,98.25,1.2430011679211985,0.004323084149915023,0.04300337365586834,0.005344765354722947,0.0070470657463588835,1901.3863788451229
0.014740638583869347,0.002202380222652387,0.05896107806528481,0.24408254848229782,0.9161857575043999,0.03348993759658204,2.3,1.0,0.24956087451793837,0.1272199059147547,88.25,8.36127422309815,0.00019384916588230226,0.00027644270806691967,0.0363489318964022,0.027870535515321707,1807.0845643301113
0.00015039683108546988,0.004457052670137308,0.15949995932671485,0.31014615845413407,1.0817051190635545,0.0015793081917293984,2.3,1.0,0.28014861952246545,0.1266682109304565,88.25,7.78956249426297,0.0002863934513180021,0.0003749820230853177,0.05017029985923031,0.028179449860739735,300.08712057460787
0.5018021488586186,0.002572295370335092,0.5083575142775142,1.0730227998701303,0.8398324344308223,0.0018139331997274845,2.3,1.0,0.3400689943282756,0.33502396858468364,88.25,1.3901312921204032,1.2697163040223999e-05,0.0007871101818602323,0.002151982871568632,0.008811522536180073,54976.296701804116
1.948368136677366e-06,0.30375019618443394,0.0017814251544115637,2.0793878563876067,0.863347899648623,0.5132581753434794,2.3,1.0,0.8950198420216339,0.8139968939451236,98.25,1.2686004620357094,0.006667746642168931,0.07185597370669619,0.005063616871834889,0.005436057638123231,2019.0501776170831
0.04066061897947799,0.07442254902172211,0.09651963784220846,2.0729209710250327,1.0636298045140598,0.0014506811196701942,2.3,1.0,0.5645224299018108,0.512248900207245,97.25,1.6863980651581079,0.001372995329276967,0.014064770639606268,0.00638469881398001,0.009104256424076671,2306.7136721140478
0.0002193650210145358,0.07795850522592399,0.9857473820933244,0.9919502794780684,0.7003497788870092,0.07038039440441558,2.3,1.0,0.8584850267420304,0.8506492148309427,98.25,0.6333887794474901,0.00010963873495088705,0.01262493803900111,0.0007459611052061117,0.0008108031257280015,28359.42755866382
0.13919397446152318,0.5204393294066165,0.9637236562548919,2.9030419575258724,1.160321743794225,0.028815543248890213,2.3,1.0,1.0860141741855813,1.0781857947707898,108.75,0.4790794616512986,0.00034044671695770967,0.048365704478212646,0.00100035774536521,0.0015506365138624385,38030.46811725337
0.020300732256456247,0.1089029938419488,0.36360735794547594,0.7129035607791693,1.2613939440171769,0.07240638296700791,2.3,1.0,0.5972229472738881,0.386780770991731,88.25,2.476806455539345,0.0030099045339726923,0.007063690289525687,0.01087123653955693,0.00823974322327546,307.59556221506995
4.345933894099085e-05,0.22969214515527228,0.08754712931237427,1.4313857814949669,0.9015177931386391,0.004784099020699911,2.3,1.0,0.9732069285502337,0.9730581672746594,108.75,0.0960550976820983,9.298420569903154e-07,0.0059047794502294915,0.00018409445846533125,0.00015156523468260643,48372.8877818302
0.0015182273891181607,0.16100667645453937,0.5996489581410162,1.3429689520356292,0.867739182413506,0.01631183726737311,2.3,1.0,0.9092634962868097,0.9091381971863831,108.75,0.003427324583527439,3.287852406996805e-08,0.00021883282456519604,8.953340269811428e-06,9.260857540812213e-06,517.9561095688124
0.04125050053188524,0.26592865499717083,0.673536893245144,1.449541732917574,1.1515492535331668,0.005142214003107668,2.3,1.0,0.9041959551554929,0.8953200829935065,108.75,0.5636805248151485,0.00021251987873563416,0.022388471643276175,0.0009738753778409926,0.0010409912027101798,25195.806617814906
2.4682576582164987e-06,0.056344037303423355,0.003418832842945173,0.6978619286514574,1.1307292618033193,0.01070192708032041,2.3,1.0,0.5475947496879284,0.467891732447613,97.25,1.8413926403547187,0.0010806713817317262,0.007186565173532999,0.004686749938269584,0.0036904819335634915,1065.4953214846544
0.00042426715090519213,0.14300198517816207,0.0016443484789407932,1.236309196117777,1.0380316806782632,0.04140104187198042,2.3,1.0,0.737311795283404,0.7085665082243943,98.25,1.0214372969527536,0.0008371942151643441,0.022068308105215734,0.002708541574608457,0.0023302324398880555,5803.210398713444
0.0027638782817781715,0.020040636733480596,0.5719823331194367,0.9756904301306045,0.7109749356131321,0.0017838659669013445,2.3,1.0,0.5088000546618063,0.4864042599974419,97.25,1.5253462691452009,0.00025426290877243914,0.005925733500079168,0.0033089068065251448,0.0037050043106399465,6935.499543533602
0.06089643323422466,0.12656996028757336,0.16849035979972252,0.412153734703147,1.1680051564579275,0.0010225036529675892,2.3,1.0,0.8955867526558672,0.8955065278026192,108.75,0.07782708481979705,1.1227431651050779e-07,0.0012347386197490984,5.3665138165013266e-05,3.8160980020827146e-05,101947.48227358518
0.017720655048472346,0.13197175828246863,0.0011164682228119488,1.7357639496073785,0.7702923519399191,0.216653015417105,2.3,1.0,0.7626481715212727,0.6986807482412036,98.25,1.404723952366228,0.0030471420941600227,0.036024216545051266,0.004677010965391214,0.004758739162184448,1776.906445416839
0.00013417178783610287,0.17369272103837122,0.02721278985782778,1.5461974207310585,0.8169418016417275,0.002260529048510922,2.3,1.0,0.9002522961383917,0.8983949796805218,108.75,0.3816596120367569,3.819240431551796e-05,0.018941364843937547,0.0008127074625671285,0.0006781998054763063,83880.93369452469
1.3718635916528104e-05,0.2775784114726163,0.003909752700247571,1.0977807366647978,1.2432394456880829,0.0016576975311423628,2.3,1.0,0.7791822196737611,0.7791761645231792,98.25,0.0025479592994010506,9.599133987681086e-11,1.2604876126254272e-05,1.0579981233391164e-06,1.035374498033254e-06,63057.50812757378
0.555819512198782,0.009996812763294054,0.001654314534949622,2.9515764617147444,1.0550066386021557,0.007955295490934891,2.3,1.0,0.3904333792776397,0.3493490527782126,88.25,1.6455204223877047,0.00016313025491633722,0.0010138598703961083,0.002344479548614758,0.029857768047724862,4140.7499573995665
3.687821696933404e-05,0.15917909032662814,0.0019321060528745347,0.6853980482020755,0.985516751360362,0.04394334186197446,2.3,1.0,0.9131911464308601,0.9104830532260049,108.75,0.4125344292497572,3.660032308600014e-05,0.012670933303989662,0.0005153631735354106,0.0003579350767239398,98952.99707858589
6.248821810828256e-06,0.29723827330498687,0.1150603098838991,2.9126507534580655,1.1976606329284314,0.10932112971732487,2.3,1.0,0.7494491577801545,0.6784609610941336,98.25,1.3108054996984275,0.0037460286519985023,0.037703671310516634,0.0055052004668307815,0.00792751611706513,2046.861059308137
