effscale voverT alpha betaoverH
# eff Scale    v/T          alpha           beta
#########################################################
559.016994375 2.84659083023 0.0691159256655 1475.13147933
559.016994375 2.88975906016 0.0713565647706 1403.42834513
559.016994375 2.83709867801 0.0687152615198 1481.58531052
559.016994375 2.90692714785 0.0723077186269 1369.71548606
559.016994375 3.01120358758 0.0780307528243 1212.04149966
550.481882563 3.2053153013 0.0894225734892 987.177573142
550.481882563 3.25402211472 0.0924501062251 940.369778189
559.016994375 2.88656259372 0.0714105607673 1386.59358427
550.481882563 3.08183079078 0.0821201506172 1118.16649868
542.326144547 3.3182406722 0.0966080707829 882.0591007
559.016994375 2.93223030575 0.0738518335601 1313.75046117
550.481882563 3.28061993363 0.0942408446038 910.62969807
542.326144547 3.38609616927 0.101151564678 825.972911693
550.481882563 3.1936115784 0.0888344011667 994.159925524
550.481882563 3.07033607858 0.0815641451774 1126.12452278
550.481882563 3.20569736634 0.0896208159158 979.368285785
550.481882563 3.25452263694 0.0926650339236 931.914760667
542.326144547 3.35866669516 0.0994153113421 844.086230379
542.326144547 3.62327311231 0.118385779947 665.507812622
542.326144547 3.50759070887 0.10986115509 733.133916076
534.522483825 3.7172496971 0.125840976528 614.278112113
559.016994375 3.01780536862 0.0786877733084 1185.17593971
559.016994375 3.05939542617 0.081046203338 1132.64349027
550.481882563 3.29278587576 0.0952460314743 892.821716036
534.522483825 3.73748596473 0.127552266337 603.371439965
534.522483825 3.82452219612 0.134848194786 561.168657152
550.481882563 3.1577963261 0.0868610719907 1020.21163428
542.326144547 3.35908153731 0.0996439024151 837.940594716
542.326144547 3.54191746362 0.112495511409 707.912186895
542.326144547 3.60767516013 0.117397337984 670.432077407
542.326144547 3.68293333782 0.123269045039 628.374666648
534.522483825 3.75870462312 0.129370097003 592.152542859
534.522483825 3.93731813493 0.144824983507 514.856055545
550.481882563 3.26757259097 0.0937242033134 910.726456317
542.326144547 3.55897180981 0.113819517083 696.867587081
542.326144547 3.70311417583 0.124953783423 616.792634558
534.522483825 3.86962184066 0.138898960608 540.523838712
534.522483825 4.06931628941 0.157321986688 466.320896329
559.016994375 3.00692188535 0.0781796840473 1192.1307323
550.481882563 3.33205314146 0.0979481940513 856.230855048
542.326144547 3.50927957016 0.110224245348 726.369311461
534.522483825 4.09990592757 0.160432246071 455.416508165
559.016994375 3.05819833111 0.0811169888147 1125.86200929
550.481882563 3.24055752166 0.0920827982043 934.470509264
550.481882563 3.34554493071 0.0988904542942 844.128058515
542.326144547 3.74091072099 0.128135464776 597.102134459
534.522483825 4.13641449712 0.16423879287 441.854280487
559.016994375 2.9097036358 0.0729424464276 1320.52072695
559.016994375 2.94734225317 0.0749639960699 1267.8125972
559.016994375 2.98619402084 0.077091474728 1214.80885399
559.016994375 3.02676912965 0.0793625934973 1161.57042581
559.016994375 3.11176280185 0.0842689279683 1061.89349598
542.326144547 3.47677260534 0.107988285359 746.326544804
534.522483825 3.94280044077 0.145691194518 509.174048657
534.522483825 4.04659232882 0.155426006439 471.607222732
534.522483825 4.16731130373 0.167484037205 432.031726396
534.522483825 4.30217431798 0.181870564578 393.991218146
527.046276695 4.63276527762 0.221650560039 320.966308961
550.481882563 3.16898648729 0.08774341214 998.378483727
542.326144547 3.55973768551 0.114119163799 691.132413241
542.326144547 3.627794306 0.119271713664 653.40515991
542.326144547 3.70473591868 0.125363774255 612.185152283
534.522483825 3.87470475819 0.139694931497 534.38727331
534.522483825 4.20055276234 0.171043034739 421.791681134
527.046276695 4.50608132243 0.205804629954 344.786467571
527.046276695 4.70486104253 0.231587052833 306.209660846
527.046276695 4.95847580392 0.268575024427 265.639542733
567.961834247 2.85499018519 0.0701303961309 1398.9784359
559.016994375 3.04674548184 0.080565035893 1133.36567306
559.016994375 3.08931365434 0.0830245445046 1084.11320057
550.481882563 3.13466846839 0.0857156789479 1031.41077409
550.481882563 3.38766568215 0.101880678568 807.041360724
542.326144547 3.446500322 0.105956291379 764.4446427
534.522483825 3.90070285998 0.142103934138 522.395755852
534.522483825 3.99746347198 0.150956624339 486.880379904
534.522483825 4.11033719658 0.161924430039 448.1201007
534.522483825 4.23657874653 0.174980387807 410.696473186
527.046276695 4.55557263404 0.212129842207 334.187264125
527.046276695 4.76083340981 0.239472850963 296.48364822
559.016994375 3.05703373227 0.0811906359504 1118.95253172
542.326144547 3.46185070071 0.107096037269 752.414939081
542.326144547 3.7447976224 0.128765555572 590.739123683
534.522483825 4.27446310619 0.179203881578 399.468348299
527.046276695 4.60781807928 0.218985562631 323.252908484
550.481882563 3.35942387953 0.100068130093 827.073201688
542.326144547 3.68566942993 0.124034508703 619.49747585
534.522483825 4.17534481725 0.16876370679 426.773365536
534.522483825 4.31348603238 0.183641962893 388.457204543
534.522483825 4.47322559135 0.202238249493 350.164640393
527.046276695 4.90279339457 0.260614732424 272.863883116
550.481882563 3.43155136709 0.105069310592 771.408010414
542.326144547 3.56114860402 0.114475203916 685.332859575
542.326144547 3.62989688814 0.119705906239 647.652254582
542.326144547 3.78828059713 0.132552138464 568.313032652
534.522483825 3.88008913086 0.140526409745 528.020233724
534.522483825 4.20948514046 0.172450723624 416.142390812
534.522483825 4.35458367315 0.18841765785 377.338078951
534.522483825 4.52202552334 0.208394316001 339.355673108
527.046276695 4.99583901432 0.275378337444 258.538751242
559.016994375 3.04618814541 0.0806786281049 1123.65442794
542.326144547 3.57856209698 0.115849079247 674.048489854
542.326144547 3.64845002892 0.121220125737 636.735303514
542.326144547 3.81317839434 0.134774402951 555.244406187
534.522483825 4.00256627936 0.151820864429 482.373632627
534.522483825 4.11786790751 0.163112633166 442.70280854
534.522483825 4.39618926171 0.193351343377 366.504308487
542.326144547 3.52863821016 0.112184880761 702.20631575
542.326144547 3.74990698721 0.129513111005 582.912722311
542.326144547 3.8355947636 0.136784086677 544.803086571
534.522483825 3.92684691637 0.144875591033 509.012423512
534.522483825 4.15023315309 0.166513956861 431.956009386
534.522483825 4.28451032948 0.180805312497 393.896645661
534.522483825 4.44034214872 0.198709340475 355.78770533
527.046276695 4.6265073946 0.222102560026 317.556030566
527.046276695 4.86197381225 0.255145175482 277.42524366
559.016994375 2.944135249 0.0750323986203 1253.04916511
559.016994375 2.98310438515 0.0771746792047 1199.71470634
559.016994375 3.11068639156 0.0845154575295 1045.84521567
550.481882563 3.41699450262 0.104216287004 777.506503616
542.326144547 3.61356483164 0.11864584153 652.645340742
542.326144547 3.77043737453 0.131294310497 573.118033351
534.522483825 4.18252229969 0.169959165601 421.921931135
534.522483825 4.32443109495 0.185388109585 382.79749484
559.016994375 2.95319138934 0.0755556808976 1238.91587815
550.481882563 3.21594438565 0.0909821683737 937.20932152
542.326144547 3.56249600103 0.114828398358 679.667436113
542.326144547 3.63187898741 0.120132267359 642.219396068
542.326144547 3.79148568881 0.13314092141 562.866715601
534.522483825 4.09232463867 0.160863193703 448.703128371
534.522483825 4.3661211276 0.190277890438 371.740061559
567.961834247 2.88648707852 0.0719911030038 1331.16980201
559.016994375 3.08793337857 0.0832452765996 1067.06401451
559.016994375 3.13286352008 0.0859186536777 1018.17600087
542.326144547 3.73129086088 0.128199507981 588.743529387
542.326144547 3.81661248494 0.135395230062 549.832067737
534.522483825 4.00836583199 0.152764448347 476.997409152
534.522483825 4.12426998404 0.164187851503 437.812173835
534.522483825 4.25555868585 0.178000048853 399.73401562
534.522483825 4.4085125338 0.195353432072 361.154734713
527.046276695 4.81525174506 0.248850239481 283.411404741
567.961834247 2.82401838269 0.0687670154003 1424.59330351
559.016994375 2.97242349386 0.0766814765544 1207.21043319
550.481882563 3.34605178617 0.0995247498702 825.471684135
550.481882563 3.40228118846 0.103353503417 784.16178199
542.326144547 3.59855295809 0.117703499838 656.385910545
542.326144547 3.75297776677 0.130077689117 577.831169383
542.326144547 3.83982936073 0.137491818933 538.964615196
534.522483825 4.03959331097 0.155892882373 464.819674206
534.522483825 4.29421040006 0.182381639101 388.754736692
534.522483825 4.64551245651 0.225308548062 311.941845307
567.961834247 2.94222388788 0.075047471919 1244.75681925
550.481882563 3.25305120663 0.0934673815021 898.720965531
542.326144547 3.61532516618 0.119049693006 646.935237743
542.326144547 3.68925914213 0.124887374053 609.420837456
542.326144547 3.77492333269 0.131999348194 566.549312492
534.522483825 3.96132704866 0.148546531351 491.59708869
534.522483825 4.1902131494 0.171223296516 416.875763796
534.522483825 4.33491712705 0.187096789486 377.633485541
534.522483825 4.50010296203 0.206716929391 339.863511126
567.961834247 2.84061163899 0.0696752372245 1392.07964391
559.016994375 3.07550357698 0.0826201132452 1076.3529384
550.481882563 3.37404289217 0.101521956384 801.475083459
542.326144547 3.63340490711 0.120521157837 636.630202157
542.326144547 3.7098516857 0.126634289944 597.387166832
542.326144547 3.79695923182 0.133949498375 555.498575801
534.522483825 3.98816560475 0.15115884187 481.139851837
534.522483825 4.2292995231 0.175534548361 404.570239268
534.522483825 4.37752263448 0.192140527511 366.558380319
567.961834247 2.88451004332 0.0719977648246 1323.6862951
567.961834247 2.96124963734 0.0761570825281 1213.0368818
542.326144547 3.6522317973 0.122071298687 625.476445761
534.522483825 4.26675976923 0.179734692787 393.725384196
559.016994375 3.09622271183 0.0839074486536 1049.68562855
559.016994375 3.14151146274 0.0866216983759 1003.52525643
550.481882563 3.46341449277 0.107885508306 736.338044544
542.326144547 3.59967329509 0.118049935923 651.263212219
542.326144547 3.67150670578 0.12367522694 615.084501984
542.326144547 3.75469668531 0.130519932457 573.350145158
542.326144547 3.8432178357 0.138122939416 533.82155226
542.326144547 3.93840772434 0.146689350441 497.383732178
534.522483825 4.04561569039 0.15688690967 459.7617161
534.522483825 4.16695645433 0.169158063364 420.846834345
534.522483825 4.30360612146 0.183937220733 383.792649532
559.016994375 2.97974791503 0.0772422805624 1186.5402759
550.481882563 3.47910845295 0.109072100637 724.807734325
542.326144547 3.7775601766 0.132535516563 561.241407651
542.326144547 3.86669747654 0.140278289654 524.37025545
542.326144547 3.96628657145 0.149388801353 486.047372111
534.522483825 4.20174914114 0.172940893296 410.149651082
534.522483825 4.34515510075 0.188791880199 372.661437521
567.961834247 2.94985912189 0.0756197943689 1221.84209039
559.016994375 3.03159011628 0.0802185370807 1117.10107673
550.481882563 3.37450618119 0.101765245471 794.69368309
550.481882563 3.49765487016 0.110503834707 709.586770786
542.326144547 3.56513139592 0.115537322191 668.097760833
542.326144547 3.63492914796 0.12091316633 631.564363949
542.326144547 3.79980123247 0.134513649527 550.431107498
542.326144547 3.89013181472 0.14245300396 514.800575347
542.326144547 3.99289174242 0.15199118226 476.065854719
534.522483825 4.23797660213 0.176955945067 399.43438615
534.522483825 4.38862578961 0.193985926524 361.564855686
534.522483825 4.5706402905 0.216470256149 322.818651193
567.961834247 2.84650986593 0.0701104405395 1371.02373271
559.016994375 3.08406068591 0.0832980917236 1057.80774525
550.481882563 3.33213841642 0.098940279561 824.802922789
550.481882563 3.44769537935 0.106925930793 743.158541684
542.326144547 3.65378923511 0.122471618407 620.353004497
542.326144547 3.82271042336 0.136576926718 539.707328001
542.326144547 4.01991584916 0.154671308457 466.697208439
534.522483825 4.27615853031 0.18127353182 388.567363887
534.522483825 4.43549736099 0.199728305085 350.044127542
534.522483825 4.62687077827 0.224030656451 311.602762701
567.961834247 2.85474934773 0.0705661205021 1355.68961249
567.961834247 2.8912063159 0.0724942860101 1300.73908011
567.961834247 2.92974296567 0.0745806615365 1246.23109845
559.016994375 3.18937163498 0.0897422682757 944.834953395
550.481882563 3.40284573727 0.10382236419 772.253894301
542.326144547 3.60013363652 0.118341031262 646.978387099
542.326144547 3.75512058436 0.130844341029 569.712488354
542.326144547 4.04902829254 0.157609149201 456.228868506
534.522483825 4.17450511826 0.170405728923 415.885256103
534.522483825 4.68395516058 0.231922262167 301.003325226
559.016994375 3.06247791624 0.0821125496752 1075.5439833
542.326144547 3.87105213767 0.141019941062 518.909319659
542.326144547 4.08180608507 0.160987431592 444.320330479
534.522483825 4.20974156536 0.174266812614 405.151161711
534.522483825 4.35509241142 0.190467300406 367.830215731
534.522483825 4.53235348622 0.212025659021 328.417980203
542.326144547 3.6362063811 0.121285728031 626.165189953
534.522483825 4.24664338252 0.178389127018 394.389015391
534.522483825 4.39941920382 0.195811945328 356.712014369
534.522483825 4.58734057375 0.219301932127 317.470829356
559.016994375 3.08246149163 0.0833484935823 1052.01171375
550.481882563 3.58398820709 0.117299966798 651.781883309
542.326144547 3.65521209268 0.122862833747 615.461392882
542.326144547 3.73487408303 0.129367895332 576.895336902
542.326144547 3.82526033533 0.137125677501 535.042378955
542.326144547 4.02548499975 0.1556141072 461.696166087
534.522483825 4.14740205122 0.167909876508 422.512694731
534.522483825 4.28536538681 0.182803858834 383.6245309
534.522483825 4.44820016464 0.201851496155 344.884776302
550.481882563 3.60130901426 0.118696742676 641.660329276
542.326144547 3.67472283816 0.124500023291 604.923552835
542.326144547 3.75647626165 0.131258164344 565.540023922
542.326144547 3.94377676027 0.147897981095 490.13502069
534.522483825 4.18191160488 0.171649441265 411.66430043
534.522483825 4.32192215392 0.187035412297 374.257511083
542.326144547 3.7799141205 0.133341957891 553.378685458
542.326144547 3.87439172135 0.141666126528 514.19806823
542.326144547 3.97580539941 0.151052596677 476.34039089
534.522483825 4.36457892083 0.192103547304 363.222302113
559.016994375 3.21200199336 0.0914155926422 914.015651687
542.326144547 3.71556434259 0.127986764368 582.323482076
542.326144547 3.80458333992 0.135566966523 541.056477722
542.326144547 4.00331223152 0.153778682789 466.20954379
542.326144547 4.12011562325 0.165415028452 428.804136769
534.522483825 4.25511820284 0.179813483015 389.54571733
534.522483825 4.6045602153 0.222243286711 311.985060606
550.481882563 3.51505941842 0.112325264791 687.8915888
542.326144547 3.82693676918 0.137593651253 531.023519013
542.326144547 4.03136485004 0.156598859114 456.264966493
542.326144547 4.15413889539 0.169062776605 417.837417856
534.522483825 4.45877281879 0.203718406706 340.524342404
542.326144547 3.67611642736 0.124897111391 600.036094933
542.326144547 3.85199590438 0.139907864224 519.805352177
542.326144547 4.059477112 0.159462498917 446.50649321
542.326144547 4.1891279862 0.172881954358 407.067630668
534.522483825 4.33092734055 0.188588912915 369.676921524
550.481882563 3.41886542013 0.105445753427 747.38236029
542.326144547 3.69637746674 0.126624100286 589.075486546
542.326144547 4.08995334643 0.162625401974 435.892852913
550.481882563 3.63831612999 0.121998942123 616.749762312
542.326144547 3.90309268588 0.144718204893 499.0616923
542.326144547 4.0080247185 0.15463017722 461.576337714
542.326144547 4.12620535637 0.166481921711 423.466204977
542.326144547 4.26348770887 0.181238196182 384.843149436
534.522483825 4.42069371124 0.199481492016 347.38673645
550.481882563 3.58529775729 0.117918014112 642.614593935
550.481882563 3.65744895572 0.123598635824 606.194819381
542.326144547 3.83097013869 0.138295286361 525.232684694
542.326144547 3.92612330988 0.146910418353 489.817789706
542.326144547 4.0368283207 0.157546597368 450.589305251
542.326144547 4.16048045727 0.170180911325 412.732558949
534.522483825 4.47044855314 0.205751200422 335.879041849
542.326144547 3.95058612199 0.149273618869 480.73829091
542.326144547 4.19624662595 0.174113629119 401.950369132
534.522483825 4.34040967016 0.190216368435 364.893419665
550.481882563 3.69754405534 0.127009653208 584.50061212
542.326144547 3.78275001069 0.134206211689 545.108719873
542.326144547 3.88111955936 0.142977941928 504.439758176
542.326144547 3.98021949075 0.152206644212 468.90711277
542.326144547 4.09520530593 0.163584981218 431.456602108
542.326144547 4.23315907873 0.178250924871 391.753048047
534.522483825 4.38480862396 0.195585092602 354.061786916
550.481882563 3.71848168489 0.128821819324 573.003520638
542.326144547 3.90636426507 0.145378437024 493.750101746
542.326144547 4.01259841038 0.155473841307 456.187983666
542.326144547 4.2717525964 0.182664991237 380.957171201
542.326144547 3.83034123117 0.138544759577 522.943117127
542.326144547 3.93132752018 0.147779507448 484.08389718
542.326144547 4.16651947537 0.171273432375 408.180000088
542.326144547 4.31239885289 0.187413445508 369.656159941
542.326144547 3.95347429769 0.149915604146 476.656991064
542.326144547 4.07057116336 0.161418115644 436.430472822
542.326144547 4.34973150651 0.191840268523 360.390412895
542.326144547 4.24066351405 0.179567693907 386.655697652
542.326144547 4.27982326363 0.184081088898 376.027935634
