gd,LamS,scale,vS,T_crit,T_nuc,rel_dof,order,delta_p,delta_rho,alpha,beta_per_H
0.24933850149515824,0.0027489461205599,2.3,1.0,0.3054305472574896,0.29750204423167737,90.25,1.8208987223833508,7.96309573590677e-06,0.0003598082551016842,0.0015469832269403465,14474.29537945571
0.358727538520771,0.010142489833773784,2.3,1.0,0.40743749978829036,0.4000952293886115,90.25,1.3206030792952983,2.0134428256150805e-05,0.0012694951757818568,0.001668598548781356,17268.73379540026
0.6600504386903999,0.007767076491302546,2.3,1.0,0.21687939239499499,0.07736169929086195,90.25,12.923383890985432,0.0005077247175899474,0.0005550444041288728,0.5219128917993674,461.6588814858598
0.43114309694504316,0.002295785658378067,2.3,1.0,0.18057615167720406,0.11821755268841959,90.25,8.345575104124602,0.00015104676896496086,0.00033560814541239734,0.057873391524813474,2189.3393458286546
0.4455088298365001,0.0016835262040885823,2.3,1.0,0.14920849929942767,0.05125179221557412,90.25,19.508088281391874,0.00011451419310519589,0.00012365892715408093,0.6036198957420126,1418.2092749537362
0.7368162588249627,0.039560334973922,2.3,1.0,0.42537564494591285,0.39535790731873866,90.25,2.105626643390374,0.0006323197236935332,0.009175702973241363,0.012648875798351868,3553.6315428398516
0.500266340647705,0.0056398978174619285,2.3,1.0,0.24122783404284506,0.18911584465946266,90.25,5.026418042362414,0.0002749846042363385,0.0011296506041725903,0.029744506686589553,1996.1798539740853
0.7483475832618552,0.029679697156959527,2.3,1.0,0.37068538304696197,0.3250097788670067,90.25,2.791421844802999,0.000856811891636119,0.006689869988508634,0.02019325193818814,1819.1488384391366
0.48809273722711066,0.0411085279728361,2.3,1.0,0.5904982866651294,0.586032006954782,99.25,0.761931638619919,2.5697645450434292e-05,0.003741531312744628,0.0009715273541127858,27976.98110357751
0.6435558546024929,0.020201831400101164,2.3,1.0,0.3503510070525804,0.3120889592293681,90.25,2.818844403227006,0.0005159580382269645,0.004685492103988626,0.016634735105891217,3262.4545723724123
0.39626912031588124,0.015820606585785366,2.3,1.0,0.45831873582545396,0.45171426289198385,96.25,1.1165959345838152,2.3216333134200295e-05,0.0018182771203381493,0.0013791948619423717,15313.203814586663
0.14720555634775734,0.00018087658047258613,2.3,1.0,0.13630596959378477,0.12509134505620934,90.25,5.900777214110443,2.7315134108993637e-06,3.75283802145326e-05,0.005162084024407309,26619.607191689516
0.07089889187682086,6.41010268020562e-05,2.3,1.0,0.16089257761996403,0.15923552649089068,90.25,2.000516429735162,2.968627512897875e-08,3.5577093483870562e-06,0.00018637381324953058,3447727.6311949138
0.5658183071268017,0.012546974427029157,2.3,1.0,0.31302587879829974,0.27448173931418474,90.25,3.2293752751949105,0.00036159516550634966,0.0028952015409574247,0.017179055065356053,3133.25737733767
0.28061217606642885,0.008398256931618858,2.3,1.0,0.46120827235543876,0.45809847818688687,99.25,0.7938994340084808,3.077522953420786e-06,0.0005257634370687825,0.00036563349904982623,49805.92318112564
0.24956379405586038,0.006819151037359833,2.3,1.0,0.46460816600432636,0.4626950539366469,99.25,0.675014883106225,1.1535630935026464e-06,0.00031869045969669385,0.00021295146312535937,81425.12184823948
0.6437290778779163,0.011516834803772757,2.3,1.0,0.27186039208089974,0.2011868761689899,90.25,4.838126380598139,0.0006174039834467332,0.001965607175739418,0.040408472903775854,1208.6699749867519
0.4837749335208562,0.09420581475681121,2.3,1.0,0.840183079257675,0.8390128053222029,100.25,0.33089310323598387,4.354311054832749e-06,0.0033287871498313137,0.0002036801927730335,176087.68100883282
0.2967429324153288,0.0011204874632424274,2.3,1.0,0.17653987268168037,0.14599079924511155,90.25,6.2056057917712435,4.520333239015897e-05,0.0002526283608154064,0.018730719415066006,5017.986434815983
0.1320869500661659,0.0007498127127965661,2.3,1.0,0.2941305798672867,0.292050849597158,90.25,1.0697407531585719,2.0560323024665372e-07,3.536026392763486e-05,0.0001637027219946648,70891.68951587599
0.3495889910921345,0.04125462037084844,2.3,1.0,0.7693414251086478,0.7681302047765151,100.25,0.29703118638578724,1.4289533886990835e-06,0.0010058603851084147,8.760632456321639e-05,74859.18967094974
0.31909025118489187,0.0005336908387404892,2.3,1.0,0.11779073368085953,0.0568841076941899,90.25,17.556208561326017,3.8737417761497025e-05,5.14227029355601e-05,0.16541138561345078,3395.854745491885
0.3376272566487909,0.0015132294296443835,2.3,1.0,0.18247894321948024,0.1454361915736081,90.25,6.416819455665142,7.122803300928265e-05,0.00032343622444906564,0.024348543284773882,3890.940868214841
0.22234811196046333,0.0005778604242570027,2.3,1.0,0.16482975003084838,0.14538613505624104,90.25,5.689814948931735,1.475440234036102e-05,0.00013243642524302535,0.009983660007085936,9941.690391185653
0.39560074670099443,0.032517296689526506,2.3,1.0,0.6311681830580634,0.6289669162379128,99.25,0.5281245371463653,5.319161434771957e-06,0.0016824590106225834,0.0003292488585097026,58365.10831226724
0.9582982804948891,0.03364740439794049,2.3,1.0,0.31469086648291367,0.16547224319038661,90.25,6.036395811531256,0.001972364903938416,0.002836721826124256,0.12743550124524203,296.8639374174876
0.3790235753227328,0.025107268680596977,2.3,1.0,0.5839666167755552,0.5815012751591163,99.25,0.6047486906505875,5.554939668819814e-06,0.0014577443163042991,0.00039045381003693566,52744.37765700072
0.36765545580075487,0.003569154307169548,2.3,1.0,0.24996295251156897,0.2236871730016345,90.25,3.714922185526036,8.288412449270225e-05,0.0008241745474789532,0.011087386157639134,4802.462045395055
0.36077287732869545,0.07245968627206686,2.3,1.0,0.935636956514648,0.9347368298552471,110.75,0.1939250497287288,9.516274800391855e-07,0.0010829773229628081,3.893495867166094e-05,83241.456038989
0.24374491174420965,0.0037377921374105345,2.3,1.0,0.3593022125721751,0.35471159555360054,90.25,1.2300839991411125,3.6194024038375266e-06,0.0003315866234692884,0.0007054557177653434,25316.101242182624
0.6051760914822661,0.051373645082497664,2.3,1.0,0.5506812031697571,0.5417712020373153,99.25,1.077740904703813,0.0001123521438340519,0.007557658959658098,0.0026866718140023615,14688.512631251966
0.297406436467327,0.002107956267886498,2.3,1.0,0.23358164944816145,0.21372762187757152,90.25,3.6350241963749657,3.619286099363359e-05,0.00046387280732187314,0.007487392489923048,6475.503590890867
0.8362477574679879,0.023252833822153027,2.3,1.0,0.30023690852694473,0.19248875191525575,90.25,5.159480352289422,0.0013465874422836964,0.002760135596235113,0.06771475172463987,574.4345327885918
0.24882956407312895,0.0008333610826267172,2.3,1.0,0.1776051694798221,0.15603662600169113,90.25,5.368838330622247,2.2284241842830774e-05,0.00019219197767039611,0.010919515037608143,10209.767614049537
0.12607619649292134,0.00019258828622436031,2.3,1.0,0.16044101762148977,0.15399004908556665,90.25,3.775601660190058,9.493007791456023e-07,2.833672221850777e-05,0.0016972791723890474,39212.51953783918
0.39868587586009263,0.06401076197913087,2.3,1.0,0.8333371081958637,0.8320892669736236,100.25,0.28364519636994434,2.255035332521249e-06,0.0016546948171438647,0.00010465870438476887,57651.74677511207
0.23739534561132536,0.004095067494395441,2.3,1.0,0.3837336979380489,0.3797984959996358,90.25,1.0450433700512063,2.645402467542704e-06,0.0003038845272058527,0.0004918921866462957,26512.570188161095
0.12671792000459792,1.6590804209418178e-05,2.3,1.0,0.05216116872998289,0.02956333986207799,90.25,33.649571198680725,1.2363527116918224e-06,2.0511737951660895e-06,0.09044046236158422,21450.7179768305
0.2973879435777995,0.006094298088748268,2.3,1.0,0.3786556818099038,0.3722047485645656,90.25,1.3257792361861878,9.94136123263524e-06,0.0006760125083309886,0.0011863187441952363,17282.826249699123
0.6711818537674562,0.017359169063863353,2.3,1.0,0.3171566471293454,0.2630758714511887,90.25,3.5611595074482145,0.0006786337264931305,0.003653191272965585,0.025687547333463973,1602.9472309579671
0.20924044299190547,0.0015967120994656657,2.3,1.0,0.27653932479753085,0.269485185648074,90.25,1.9378789339497846,4.202570127648242e-06,0.00019602659382499284,0.0012518425502895875,19323.126651184317
0.2446358706859857,0.0012042894087221886,2.3,1.0,0.21253093087535266,0.19666781437528,90.25,3.7606954303672806,1.6808360725924384e-05,0.0002515036534741998,0.005662202947230739,6173.353564928073
0.8450816086134926,0.09175869070178279,2.3,1.0,0.5547516536763005,0.5367504607204056,99.25,1.3795359638494886,0.0005925115107061479,0.019164110457376926,0.007071148464701683,7119.95383617992
0.3145060627011028,0.0012487440592240972,2.3,1.0,0.17705738626582454,0.14296455307442707,90.25,6.459807541752057,5.60119835534459e-05,0.0002732156137072593,0.022027556797175402,4314.558618787628
0.4143659228560579,0.0012844240500917165,2.3,1.0,0.14019686728639524,0.050444732474309764,90.25,19.819628701846,8.833718731255555e-05,9.685271022887013e-05,0.5037589605565737,1673.5586260424125
0.35650918063603565,0.005503577182094299,2.3,1.0,0.31074330157917934,0.29530801016227665,90.25,2.3479505716427793,4.73361968604015e-05,0.0010643365723103579,0.004713596201282278,7682.731792188484
0.20029611544204728,0.001313767564254182,2.3,1.0,0.26235740421250026,0.25511376143554143,90.25,2.0867223777221287,3.8626930799414046e-06,0.00016675282096638953,0.001325903582247097,18888.194716483777
0.20363013942920793,9.669662153272329e-05,2.3,1.0,0.07852316285529505,0.04030432983433954,90.25,24.75624712420307,7.1828609236755055e-06,1.0252315098982116e-05,0.13085473046471355,8718.185428080626
0.594653375196969,0.017109466495050844,2.3,1.0,0.3455639268276905,0.3119170828119573,90.25,2.7459754605945004,0.00038368846655156743,0.003992423019868475,0.014205424224812982,3249.735602746058
0.7025313518534426,0.028638806050233785,2.3,1.0,0.38254287738119436,0.34587614069469214,90.25,2.5141277398827038,0.0006394897416222116,0.006670989616583127,0.015699367132499344,2685.9685838451387
0.6730396526981738,0.02106187240781414,2.3,1.0,0.34501330092455407,0.3012082015690113,90.25,2.9977463883247912,0.0006275754469135279,0.004777080033888256,0.0195465288092665,2010.4958942093726
0.2968028058813429,0.0007716890835606323,2.3,1.0,0.14944836895968833,0.11136678268462154,90.25,8.606830644357085,4.394882015750996e-05,0.00014929404537138296,0.03268843219983774,4737.312895025573
0.4461214601563779,0.0032251301374899197,2.3,1.0,0.20538368875042018,0.15085818469122317,90.25,6.417766130978152,0.00018421567930133198,0.0005827492203578006,0.03789487598289335,2180.134119643926
0.8066838012363914,0.029934839364418653,2.3,1.0,0.35087667541392936,0.28781539657175204,90.25,3.305141578564204,0.0011904931204071447,0.005915573635304352,0.029034548229928674,1009.3225154804762
0.3790822214522611,0.02106980586613492,2.3,1.0,0.540398405804207,0.5368687926939957,99.25,0.7338417152347292,8.875728145806006e-06,0.0015252094297542595,0.0005622737854091805,32144.674075169078
0.11261609166400222,0.0002178001685672126,2.3,1.0,0.18844156375963933,0.18442234027499957,90.25,2.4721260118770045,3.6287839206682743e-07,2.096098100077713e-05,0.0006102837242223588,79883.09376948306
0.600104461845973,0.02140553980304262,2.3,1.0,0.3785573791716179,0.3514150346422413,90.25,2.307674836392076,0.00033699455628481007,0.0049005690990533216,0.010822795784128725,4022.231926498236
0.5666475202762876,0.012218036051831879,2.3,1.0,0.3090364933537842,0.26886002170593615,90.25,3.323386514770826,0.00037231830946676987,0.0028018576245482443,0.01805990428578067,2317.7266721754245
0.49707890174946534,0.004328324455011989,2.3,1.0,0.21482683627076807,0.151183289057143,90.25,6.470753453307035,0.0002605822733347618,0.0007085096109011061,0.04567776933619547,2207.283773366466
0.9817310395887552,0.04474667896038132,2.3,1.0,0.3576413951001169,0.25908125662938747,90.25,3.806550523578013,0.0021923058768113183,0.006273712092804989,0.04689806280651462,901.774961784616
0.13377712843643352,0.00013237492398605495,2.3,1.0,0.12797324040527613,0.11801899203508495,90.25,6.137340050733956,1.8337839192515416e-06,2.6859554547918228e-05,0.004663000908130612,19478.357053316584
0.9995784152042372,0.05989515948949655,2.3,1.0,0.40636981587886334,0.33738174768422413,90.25,2.8398475976523545,0.002175250329768782,0.011319456277133067,0.02942480074522068,1460.1544810321711
0.3205525715376787,0.005257569052520825,2.3,1.0,0.3321450213509971,0.32160683708582694,90.25,1.876697461196109,2.2886975314517256e-05,0.0008252648909878833,0.002598164093659021,11765.711462485608
0.7635253135357372,0.05372946749435986,2.3,1.0,0.4734265483159942,0.4496843098259518,96.25,1.751382632139766,0.0005775926388620206,0.012009048607589105,0.009274669343613633,4732.08940378705
0.20659997667065433,0.00019122950179414723,2.3,1.0,0.10656795296768408,0.07833690041529016,90.25,12.248584366945412,1.1320719771970633e-05,3.685917815334006e-05,0.032965101072984615,9189.164731162626
0.6600187410936533,0.07488088071830559,2.3,1.0,0.6069826412913056,0.5994623910344323,99.25,0.9398370361591978,0.00011856126417242319,0.010316297916564077,0.002446623274432515,19547.140952098584
0.8336421687930541,0.02669952643946133,2.3,1.0,0.3229668229758957,0.23709084989183413,90.25,4.1361973436166375,0.0013610350902127984,0.004131362822768665,0.04403606072905877,1357.3960978854093
0.19155851438923976,0.00044088562064621646,2.3,1.0,0.16457629853561903,0.15020992722912113,90.25,5.06852524434951,7.455023253441506e-06,9.481007894071895e-05,0.00627240748000542,14277.809114111262
0.3428629526715846,0.0015165506608926752,2.3,1.0,0.18046672474130493,0.14164907519812958,90.25,6.643756421474743,7.507074120874306e-05,0.0003163412557309998,0.0264651987153117,4898.142364193915
0.39043904365103665,0.033474651042224725,2.3,1.0,0.6459215105156778,0.6439320683171291,100.25,0.4933446244568783,4.434548919629577e-06,0.0015861341951477481,0.000279715698377647,77420.66714087957
0.36943545482410545,0.002298508524348058,2.3,1.0,0.2048941840065957,0.16766282811478087,90.25,5.48837144716031,9.751161617544855e-05,0.0005068245038385585,0.02160154193890681,3581.8268961540007
0.3550941617116804,0.04497643999931655,2.3,1.0,0.7872425844988593,0.7866537688271245,100.25,0.2721495804238291,6.811595999745013e-07,0.0009641044318173808,7.633552494741557e-05,470140.8634708861
0.5576197120277994,0.004126682801933053,2.3,1.0,0.18707056624961507,0.07074774167085499,90.25,14.130591661577148,0.0002776574095695995,0.0003104314990054732,0.41733975361815595,744.5288215880336
0.849642634737773,0.03193492096541398,2.3,1.0,0.3462244494366673,0.2721428037381018,90.25,3.5551813958147265,0.0014224196351328173,0.0056800704327049124,0.03487711879899447,532.0849272671132
0.6651172107223732,0.021457698229562956,2.3,1.0,0.35098780808010216,0.3101879836008872,90.25,2.8718636988030632,0.0005852802660737382,0.0049362226427303365,0.017958462827485495,2099.476729697307
0.6766388980772075,0.008096756625571978,2.3,1.0,0.21511440812742333,0.044537456909752735,90.25,22.451952099744606,0.0005128346099828421,0.0005187296352250481,4.440314158610909,258.21848241251735
0.2405548975291666,0.013629477660712559,2.3,1.0,0.6530014953993921,0.6522612533790422,100.25,0.28529526333682403,2.3408738088204206e-07,0.00022660355288606215,3.7959241012495755e-05,178628.2173651884
0.7092205218440398,0.01129287129919101,2.3,1.0,0.24495398910337124,0.12453291785427231,90.25,8.017621267615493,0.0007336205060000289,0.0010211397120095992,0.1429956444394791,552.4116139065809
0.5547437040516369,0.03778176909947402,2.3,1.0,0.5149139504794388,0.505603089675382,99.25,1.1579381823675927,9.228539614405257e-05,0.005599051195506161,0.002624016463985229,12281.615653281753
0.40270198716095684,0.00618239266263679,2.3,1.0,0.2971355615303983,0.2750701105378665,90.25,2.822004251869213,9.402443909142669e-05,0.0013643327834387837,0.008026403816618448,4805.551200979878
0.6360017273602045,0.013954360118670147,2.3,1.0,0.2999015226513535,0.24497325804738343,90.25,3.8448291915941804,0.000582434154497821,0.002887846454325729,0.027006834577454727,1430.2790168496206
0.6676871518151896,0.045136966379597965,2.3,1.0,0.48388088567793003,0.46728348683009624,99.25,1.522870526316743,0.0002889782840307213,0.009011806038230305,0.005788700683162376,6855.140278293653
0.668265897981786,0.010860916535891893,2.3,1.0,0.2554486448373787,0.16571524023609635,90.25,5.97655478686351,0.0006673300487396627,0.001423801381194251,0.06358781552180243,1350.4986859795515
0.2843227028684072,0.0009686950660858858,2.3,1.0,0.17107951945526745,0.14170585010840292,90.25,6.376504706567388,3.873886544876229e-05,0.00021901778085177306,0.018293742166817974,5705.287748009234
0.5747885327599088,0.005500909262734901,2.3,1.0,0.2107659973979581,0.11648020704467868,90.25,8.557046911286392,0.00037105731283373374,0.0005809239554367486,0.10628819913825097,979.8900613297071
0.7485899305136524,0.023820157204350826,2.3,1.0,0.335658152660913,0.27638760577378163,90.25,3.4235526312101365,0.0009451879733969018,0.004828274076645849,0.02786711170080672,1346.4634636122364
0.23677283980178532,0.0002822641167893816,2.3,1.0,0.1138353750376209,0.08016746306723449,90.25,12.125861845739879,1.789058686942275e-05,4.991102215173753e-05,0.040698481098754374,7375.56778742553
0.5680420442513551,0.04173523286662649,2.3,1.0,0.5280415065877108,0.5190503517847673,99.25,1.1175485874948798,9.4791436434212e-05,0.0060830348513468135,0.0025666895337463635,13176.308519575563
0.7068019837002565,0.029817728795690383,2.3,1.0,0.38762422380138384,0.3519103743435729,90.25,2.458015731430234,0.0006384882911986862,0.006953758304942027,0.015270934351408787,2455.196851578277
0.5285378153095612,0.01573860905456422,2.3,1.0,0.36401494164377957,0.34090991310278645,90.25,2.281591735959456,0.00020802217790663515,0.0034868117969073624,0.008694493466676369,3861.5028183435015
0.285614906540541,0.013012000132463694,2.3,1.0,0.5535792463202699,0.5519796782548649,99.25,0.5135070263259546,1.2857240825198124e-06,0.0004996479475967985,0.0001648400530944161,75028.33963899838
0.4964656406010287,0.0032395797692663523,2.3,1.0,0.18702870062257104,0.10481719703686379,90.25,9.503197622844635,0.00022349467370965414,0.0003589446868904775,0.1001547752193199,1320.6027155198847
0.29261942277082864,0.0004295869017565474,2.3,1.0,0.11520531299387642,0.06362891135682752,90.25,15.653726399560831,3.130526541368141e-05,4.951079342737027e-05,0.10173167928968281,4166.261927046758
0.10424757120113781,3.112345779398134e-05,2.3,1.0,0.08123266122436426,0.070957166090381,90.25,11.65444369977681,8.433719776494868e-07,7.101500010169023e-06,0.009434944330929207,75459.79679660262
0.2963411316401332,0.01150791311939254,2.3,1.0,0.5075945431709797,0.5053828321432189,99.25,0.655008144357815,2.3171246699149606e-06,0.0005995424098990676,0.000281467958880921,59209.876643861244
0.22641940681051365,0.0005702304432851771,2.3,1.0,0.16150191971670103,0.1413048918686196,90.25,5.954965690860851,1.576125887967902e-05,0.00013165264120912454,0.011121800149361349,9382.746246564117
0.1779928708665438,0.0033083322326118796,2.3,1.0,0.4501348507601874,0.4489909896668663,96.25,0.5201386297225039,1.9199912133088803e-07,8.776417517439294e-05,6.820049770413815e-05,101492.07265808784
0.5541413712528152,0.013125788479345738,2.3,1.0,0.3243671583594134,0.29040775888415254,90.25,2.9657234237858185,0.0003171343541065099,0.003060860300346087,0.014493889502355186,2767.8827132190067
0.4070197068087402,0.002250838011482047,2.3,1.0,0.187931657088263,0.13611220838939603,90.25,7.128454017896641,0.00013272859972979665,0.00040077737852778063,0.039326851430971595,2613.876104730703
0.1665948341408403,8.432397928795864e-05,2.3,1.0,0.08756931730718515,0.06466291070460654,90.25,14.801349514012086,4.959785385179839e-06,1.6474620015417986e-05,0.031737207102011195,14195.446665739448
0.7371487597038339,0.03437572946860397,2.3,1.0,0.3999522522564216,0.36433651468935635,90.25,2.374188970060231,0.0007119422602884246,0.008017045862241896,0.015324202027686648,2506.40657325437
0.3057867431834682,0.01788225568350435,2.3,1.0,0.6014231030330709,0.6001202974674148,99.25,0.447774262983731,1.2061520660300307e-06,0.0006155751455808878,0.00014535126201775685,108737.04282031932
0.4054599668585396,0.03918471940226506,2.3,1.0,0.6703809236574432,0.6684328910106447,100.25,0.470586383507527,4.802886612809143e-06,0.0018154789084332545,0.00027573829701138286,66307.1067062322
0.42956061165309756,0.008933815349897591,2.3,1.0,0.33265744683531406,0.3135422485782263,90.25,2.3545615828271504,9.862384360760559e-05,0.0018722229742798822,0.00652450539655633,5003.885125542716
0.6416726995498224,0.07242022423803395,2.3,1.0,0.6109972834884513,0.6037488530841358,99.25,0.9079585586201065,0.00010424377181898759,0.009511058763576136,0.0021922727411350512,19066.82494278155
